2021-11-20,12:30,12:45,29 Pickford Street- Burwood East,Burwood East,4,Coles- Burwood Hwy &- Blackburn Rd- Burwood East VIC 3151,Rent,3,15,-37.85026,145.1571077,City of Whitehorse
2021-11-20,10:20,10:30,85 Betula Ave- Vermont,Vermont,4,Woolworths- Stevens & Canterbury Road- Vermont,Rent,0,10,-37.831799,145.1848294,City of Whitehorse
2021-11-20,10:15,10:30,7/27 Mount Pleasant Road- Nunawading,Nunawading,4,Coles Mitcham,Rent,2,15,-37.824649,145.1783977,City of Whitehorse
2021-11-20,13:50,14:05,27 Frank Street- Vermont,Vermont,4,Woolworths- Stevens & Canterbury Road- Vermont,Rent,1,15,-37.83551,145.2088593,City of Whitehorse
2021-11-20,13:30,13:45,4 Lower Court- Nunawading,Nunawading,4,Coles Mitcham,Rent,5,15,-37.829185,145.1878056,City of Whitehorse
2021-11-20,11:30,11:45,16A Nicholson Street- Nunawading,Nunawading,4,Coles Mitcham,Rent,1,15,-37.815705,145.1787888,City of Whitehorse
2021-11-20,10:00,10:15,5/335 Hawthorn Road- Vermont South,Vermont South,4,Woolworths- Stevens & Canterbury Road- Vermont,Rent,4,15,-37.84769,145.1888499,City of Whitehorse
2021-11-20,11:50,12:05,614B/1 Colombo Street- Mitcham,Mitcham,4,Coles Mitcham,Rent,2,15,-37.817638,145.1921666,City of Whitehorse
2021-11-20,13:30,13:45,417B/1-19 Colombo Street- Mitcham,Mitcham,4,Coles Mitcham,Rent,5,15,-37.817638,145.1921666,City of Whitehorse
2021-11-20,11:15,11:30,6 Teal Court- Forest Hill,Forest Hill,4,Woolworths- 270 Canterbury Rd- Forest Hill,Rent,3,15,-37.844236,145.1816335,City of Whitehorse
2021-11-20,10:45,11:00,89 Willis Ct- Vermont,Vermont,4,Woolworths- Stevens & Canterbury Road- Vermont,Rent,1,15,-37.834135,145.1904117,City of Whitehorse
2021-11-20,09:30,09:45,11/31-33 Burnt Street- Nunawading,Nunawading,3,Coles Mitcham,Rent,8,15,-37.86952,145.2359144,City of Whitehorse
2021-11-20,12:00,12:15,3/455 Mitcham Road- Mitcham,Mitcham,3,Coles Mitcham,Rent,2,15,-37.816302,145.1936549,City of Whitehorse
2021-11-20,10:45,11:00,4/29 Market Street- Nunawading,Nunawading,3,Coles Mitcham,Rent,1,15,-37.82057,145.2233869,City of Whitehorse
2021-11-20,09:45,10:00,17/35-47 Burnt Street- Nunawading,Nunawading,3,Coles Mitcham,Rent,3,15,-37.817021,145.172859,City of Whitehorse
2021-11-20,09:50,10:05,617 Springvale Road- Vermont South,Vermont South,3,Woolworths- Stevens & Canterbury Road- Vermont,Rent,0,15,-37.857417,145.1693163,City of Whitehorse
2021-11-20,09:00,09:15,1/54 Mount Pleasant Road- Nunawading,Nunawading,3,Coles Mitcham,Rent,2,15,-37.825883,145.1781457,City of Whitehorse
2021-11-20,11:00,11:15,2/24 Outlook Drive- Nunawading,Nunawading,3,Coles Mitcham,Rent,1,15,-37.807588,145.1813908,City of Whitehorse
2021-11-20,11:15,11:30,510A/1 Colombo Street- Mitcham,Mitcham,3,Coles Mitcham,Rent,3,15,-37.817638,145.1921666,City of Whitehorse
2021-11-20,11:45,12:00,24/113 Burwood Highway- Burwood East,Burwood East,3,Coles- Burwood Hwy &- Blackburn Rd- Burwood East VIC 3151,Rent,2,15,-37.851894,145.1323302,City of Whitehorse
2021-11-20,10:15,10:30,6 Austin Street- Mitcham,Mitcham,3,Coles Mitcham,Rent,2,15,-37.813195,145.1982678,City of Whitehorse
